pokemon_id,version_group_id,move_id,pokemon_move_method_id,level
16,10,355,1,37
16,10,366,1,41
16,10,403,1,49
17,10,16,1,1
17,10,16,1,9
17,10,17,1,37
17,10,18,1,17
17,10,28,1,1
17,10,28,1,5
17,10,33,1,1
17,10,97,1,32
17,10,98,1,13
17,10,119,1,52
17,10,239,1,22
17,10,297,1,27
17,10,355,1,42
17,10,366,1,47
17,10,403,1,57
18,10,16,1,1
18,10,16,1,9
18,10,17,1,38
18,10,18,1,17
18,10,28,1,1
18,10,28,1,5
18,10,33,1,1
18,10,97,1,32
18,10,98,1,1
18,10,98,1,13
18,10,119,1,56
18,10,239,1,22
18,10,297,1,27
18,10,355,1,44
18,10,366,1,50
18,10,403,1,62
19,10,33,1,1
19,10,38,1,31
19,10,39,1,1
19,10,44,1,10
19,10,98,1,4
19,10,116,1,7
19,10,158,1,16
19,10,162,1,28
19,10,228,1,13
19,10,242,1,22
19,10,283,1,34
19,10,372,1,25
19,10,389,1,19
20,10,14,1,1
20,10,33,1,1
20,10,38,1,39
20,10,39,1,1
20,10,44,1,10
20,10,98,1,1
20,10,98,1,4
20,10,116,1,1
20,10,116,1,7
20,10,158,1,16
20,10,162,1,34
20,10,184,1,20
20,10,228,1,13
20,10,242,1,24
20,10,283,1,44
20,10,372,1,29
20,10,389,1,19
21,10,31,1,9
21,10,43,1,5
21,10,45,1,1
21,10,64,1,1
21,10,65,1,37
21,10,97,1,25
21,10,119,1,21
21,10,228,1,13
21,10,332,1,17
21,10,355,1,33
21,10,372,1,29
22,10,31,1,1
22,10,31,1,9
22,10,43,1,1
22,10,43,1,5
22,10,45,1,1
22,10,64,1,1
22,10,65,1,47
22,10,97,1,29
22,10,119,1,23
22,10,228,1,13
22,10,332,1,17
22,10,355,1,41
22,10,365,1,1
22,10,372,1,35
23,10,35,1,1
23,10,40,1,4
23,10,43,1,1
23,10,44,1,9
23,10,51,1,20
23,10,103,1,17
23,10,114,1,36
23,10,137,1,12
23,10,254,1,25
23,10,255,1,25
23,10,256,1,25
23,10,380,1,33
23,10,426,1,28
23,10,441,1,41
24,10,35,1,1
24,10,40,1,1
24,10,40,1,4
24,10,43,1,1
24,10,44,1,1
24,10,44,1,9
24,10,51,1,20
24,10,103,1,17
24,10,114,1,48
24,10,137,1,12
24,10,242,1,22
24,10,254,1,28
24,10,255,1,28
24,10,256,1,28
24,10,380,1,42
24,10,422,1,1
24,10,423,1,1
24,10,424,1,1
24,10,426,1,34
24,10,441,1,56
25,10,21,1,21
25,10,39,1,5
25,10,45,1,1
25,10,84,1,1
25,10,85,1,26
25,10,86,1,10
25,10,87,1,45
25,10,97,1,34
25,10,98,1,13
25,10,104,1,18
25,10,113,1,42
25,10,364,1,29
25,10,435,1,37
26,10,39,1,1
26,10,84,1,1
26,10,85,1,1
26,10,98,1,1
27,10,10,1,1
27,10,28,1,7
27,10,40,1,9
27,10,111,1,3
27,10,129,1,15
27,10,154,1,19
27,10,163,1,31
27,10,201,1,37
27,10,205,1,21
27,10,210,1,25
27,10,229,1,13
27,10,328,1,27
27,10,360,1,33
28,10,10,1,1
28,10,28,1,1
28,10,28,1,7
28,10,40,1,9
28,10,111,1,1
28,10,111,1,3
28,10,129,1,15
28,10,154,1,19
28,10,163,1,40
28,10,201,1,52
28,10,205,1,21
28,10,210,1,28
28,10,229,1,13
28,10,306,1,22
28,10,328,1,33
28,10,360,1,45
29,10,10,1,1
29,10,24,1,9
29,10,39,1,7
29,10,40,1,13
29,10,44,1,21
29,10,45,1,1
29,10,154,1,19
29,10,242,1,37
29,10,260,1,33
29,10,270,1,25
29,10,305,1,45
29,10,390,1,31
29,10,445,1,43
30,10,10,1,1
30,10,24,1,9
30,10,39,1,7
30,10,40,1,13
30,10,44,1,23
30,10,45,1,1
30,10,154,1,20
30,10,242,1,43
30,10,260,1,38
30,10,270,1,28
30,10,305,1,58
30,10,390,1,35
30,10,445,1,50
31,10,10,1,1
31,10,24,1,1
31,10,34,1,23
31,10,39,1,1
31,10,40,1,1
31,10,276,1,58
31,10,414,1,43
32,10,24,1,9
32,10,30,1,21
32,10,31,1,19
32,10,32,1,45
32,10,40,1,13
32,10,43,1,1
32,10,64,1,1
32,10,116,1,7
32,10,260,1,33
32,10,270,1,25
32,10,390,1,31
32,10,398,1,37
32,10,445,1,43
33,10,24,1,9
33,10,30,1,23
33,10,31,1,20
33,10,32,1,58
33,10,40,1,13
33,10,43,1,1
33,10,64,1,1
33,10,116,1,7
33,10,260,1,38
33,10,270,1,28
33,10,390,1,35
33,10,398,1,43
33,10,445,1,50
34,10,24,1,1
34,10,37,1,23
34,10,40,1,1
34,10,64,1,1
34,10,116,1,1
34,10,224,1,58
34,10,414,1,43
35,10,1,1,1
35,10,3,1,10
35,10,45,1,1
35,10,47,1,7
35,10,107,1,19
35,10,111,1,13
35,10,113,1,40
35,10,118,1,31
35,10,227,1,4
35,10,236,1,37
35,10,266,1,16
35,10,309,1,43
35,10,322,1,25
35,10,356,1,34
35,10,358,1,22
35,10,361,1,46
35,10,381,1,28
36,10,3,1,1
36,10,47,1,1
36,10,107,1,1
36,10,118,1,1
37,10,39,1,4
37,10,46,1,7
37,10,52,1,1
37,10,53,1,24
37,10,83,1,34
37,10,98,1,11
37,10,109,1,17
37,10,126,1,47
37,10,219,1,27
37,10,261,1,14
37,10,286,1,21
37,10,288,1,41
37,10,326,1,44
37,10,371,1,31
37,10,445,1,37
38,10,52,1,1
38,10,98,1,1
38,10,109,1,1
38,10,219,1,1
38,10,417,1,1
39,10,1,1,9
39,10,3,1,21
39,10,34,1,29
39,10,38,1,49
39,10,47,1,1
39,10,50,1,13
39,10,102,1,41
39,10,111,1,5
39,10,156,1,25
39,10,205,1,17
39,10,304,1,45
39,10,358,1,37
39,10,360,1,33
40,10,3,1,1
40,10,47,1,1
40,10,50,1,1
40,10,111,1,1
41,10,17,1,17
41,10,44,1,13
41,10,48,1,5
41,10,109,1,21
41,10,114,1,37
41,10,141,1,1
41,10,212,1,29
41,10,305,1,33
41,10,310,1,9
41,10,314,1,25
41,10,403,1,41
42,10,17,1,17
42,10,44,1,13
42,10,48,1,1
42,10,48,1,5
42,10,103,1,1
42,10,109,1,21
42,10,114,1,45
42,10,141,1,1
42,10,212,1,33
42,10,305,1,39
42,10,310,1,1
42,10,310,1,9
42,10,314,1,27
42,10,403,1,51
43,10,51,1,9
43,10,71,1,1
43,10,72,1,21
43,10,77,1,13
43,10,78,1,15
43,10,79,1,17
43,10,80,1,41
43,10,202,1,37
43,10,230,1,5
43,10,236,1,33
43,10,363,1,29
43,10,381,1,25
44,10,51,1,1
44,10,51,1,9
44,10,71,1,1
44,10,72,1,23
44,10,77,1,13
44,10,78,1,15
44,10,79,1,17
44,10,80,1,53
44,10,202,1,47
44,10,230,1,1
44,10,230,1,5
44,10,236,1,41
44,10,363,1,35
44,10,381,1,29
45,10,72,1,1
45,10,76,1,65
45,10,77,1,1
45,10,78,1,1
45,10,80,1,53
45,10,312,1,1
46,10,10,1,1
46,10,74,1,27
46,10,77,1,6
46,10,78,1,6
46,10,141,1,11
46,10,147,1,17
46,10,163,1,22
46,10,202,1,33
46,10,312,1,38
46,10,404,1,43
47,10,10,1,1
47,10,74,1,30
47,10,77,1,1
47,10,77,1,6
47,10,78,1,1
47,10,78,1,6
47,10,141,1,1
47,10,141,1,11
47,10,147,1,17
47,10,163,1,22
47,10,202,1,39
47,10,312,1,47
47,10,404,1,55
47,10,440,1,1
48,10,33,1,1
48,10,48,1,5
48,10,50,1,1
48,10,60,1,25
48,10,77,1,13
48,10,78,1,23
48,10,79,1,29
48,10,93,1,11
48,10,94,1,47
48,10,141,1,17
48,10,193,1,1
48,10,305,1,41
48,10,324,1,35
48,10,428,1,37
49,10,16,1,31
49,10,33,1,1
49,10,48,1,1
49,10,48,1,5
49,10,50,1,1
49,10,60,1,25
49,10,77,1,13
49,10,78,1,23
49,10,79,1,29
49,10,93,1,11
49,10,94,1,55
49,10,141,1,17
49,10,193,1,1
49,10,305,1,47
49,10,318,1,1
49,10,324,1,37
49,10,405,1,59
49,10,428,1,41
50,10,10,1,1
50,10,28,1,1
50,10,45,1,4
50,10,89,1,37
50,10,90,1,40
50,10,91,1,18
50,10,163,1,34
50,10,189,1,15
50,10,222,1,12
50,10,310,1,7
50,10,389,1,23
50,10,414,1,26
50,10,426,1,29
51,10,10,1,1
51,10,28,1,1
51,10,45,1,1
51,10,45,1,4
51,10,89,1,45
51,10,90,1,50
51,10,91,1,18
51,10,161,1,1
51,10,163,1,40
51,10,189,1,15
51,10,222,1,12
51,10,310,1,7
51,10,328,1,26
51,10,389,1,23
51,10,400,1,1
51,10,414,1,28
51,10,426,1,33
52,10,6,1,30
52,10,10,1,1
52,10,44,1,6
52,10,45,1,1
52,10,103,1,17
52,10,154,1,14
52,10,163,1,33
52,10,185,1,22
52,10,252,1,9
52,10,269,1,25
52,10,364,1,54
52,10,372,1,41
52,10,400,1,49
52,10,417,1,38
52,10,445,1,46
53,10,10,1,1
53,10,44,1,1
53,10,44,1,6
53,10,45,1,1
53,10,103,1,17
53,10,154,1,14
53,10,163,1,37
53,10,185,1,22
53,10,252,1,1
53,10,252,1,9
53,10,269,1,25
53,10,364,1,68
53,10,372,1,49
53,10,400,1,61
53,10,408,1,32
53,10,415,1,1
53,10,417,1,44
53,10,445,1,56
54,10,10,1,1
54,10,39,1,5
54,10,50,1,14
54,10,55,1,9
54,10,56,1,48
54,10,93,1,18
54,10,103,1,31
54,10,133,1,44
54,10,154,1,27
54,10,244,1,35
54,10,346,1,1
54,10,352,1,22
54,10,428,1,40
55,10,10,1,1
55,10,39,1,1
55,10,39,1,5
55,10,50,1,14
55,10,55,1,1
55,10,55,1,9
55,10,56,1,56
55,10,93,1,18
55,10,103,1,31
55,10,133,1,50
55,10,154,1,27
55,10,244,1,37
55,10,346,1,1
55,10,352,1,22
55,10,428,1,44
55,10,453,1,1
56,10,2,1,13
56,10,10,1,1
56,10,37,1,41
56,10,43,1,1
56,10,67,1,1
56,10,69,1,17
56,10,103,1,21
56,10,116,1,1
56,10,154,1,9
56,10,207,1,33
56,10,238,1,37
56,10,343,1,1
56,10,370,1,49
56,10,372,1,25
56,10,386,1,45
57,10,2,1,13
57,10,10,1,1
57,10,37,1,47
57,10,43,1,1
57,10,67,1,1
57,10,69,1,17
57,10,99,1,28
57,10,103,1,21
57,10,116,1,1
57,10,154,1,9
57,10,207,1,35
57,10,238,1,41
57,10,370,1,59
57,10,372,1,25
57,10,374,1,1
57,10,386,1,53
58,10,36,1,31
58,10,43,1,9
58,10,44,1,1
58,10,46,1,1
58,10,52,1,6
58,10,53,1,34
58,10,97,1,39
58,10,172,1,20
58,10,179,1,25
58,10,242,1,42
58,10,257,1,45
58,10,270,1,17
58,10,316,1,14
58,10,394,1,48
58,10,424,1,28
59,10,44,1,1
59,10,46,1,1
59,10,245,1,39
59,10,316,1,1
59,10,422,1,1
59,10,424,1,1
60,10,3,1,15
60,10,34,1,21
60,10,55,1,11
60,10,56,1,38
60,10,61,1,25
60,10,95,1,8
60,10,145,1,5
60,10,187,1,31
60,10,240,1,18
60,10,341,1,28
60,10,346,1,1
60,10,358,1,35
60,10,426,1,41
61,10,3,1,15
61,10,34,1,21
61,10,55,1,11
61,10,56,1,48
61,10,61,1,27
61,10,95,1,1
61,10,95,1,8
61,10,145,1,1
61,10,145,1,5
61,10,187,1,37
61,10,240,1,18
61,10,341,1,32
61,10,346,1,1
61,10,358,1,43
61,10,426,1,53
62,10,3,1,1
62,10,61,1,1
62,10,66,1,1
62,10,95,1,1
62,10,170,1,53
62,10,223,1,43
63,10,100,1,1
64,10,50,1,18
64,10,60,1,24
64,10,93,1,1
64,10,93,1,16
64,10,94,1,40
64,10,100,1,1
64,10,105,1,30
64,10,115,1,28
64,10,134,1,1
64,10,248,1,42
64,10,271,1,46
64,10,272,1,36
64,10,357,1,22
64,10,427,1,34
65,10,50,1,18
65,10,60,1,24
65,10,93,1,1
65,10,93,1,16
65,10,94,1,40
65,10,100,1,1
65,10,105,1,30
65,10,115,1,28
65,10,134,1,1
65,10,248,1,42
65,10,271,1,46
65,10,347,1,36
65,10,357,1,22
65,10,427,1,34
66,10,2,1,10
66,10,43,1,1
66,10,66,1,31
66,10,67,1,1
66,10,69,1,19
66,10,116,1,7
66,10,184,1,43
66,10,193,1,13
66,10,223,1,46
66,10,233,1,25
66,10,238,1,37
66,10,279,1,22
66,10,358,1,34
67,10,2,1,10
67,10,43,1,1
67,10,66,1,32
67,10,67,1,1
67,10,69,1,19
67,10,116,1,1
67,10,116,1,7
67,10,184,1,44
67,10,193,1,13
67,10,223,1,51
67,10,233,1,25
67,10,238,1,40
67,10,279,1,22
67,10,358,1,36
68,10,2,1,10
68,10,43,1,1
68,10,66,1,32
68,10,67,1,1
68,10,69,1,19
68,10,116,1,1
68,10,116,1,7
68,10,184,1,44
68,10,193,1,13
68,10,223,1,51
68,10,233,1,25
68,10,238,1,40
68,10,279,1,22
68,10,358,1,36
69,10,21,1,41
69,10,22,1,1
69,10,35,1,11
69,10,51,1,23
69,10,74,1,7
69,10,75,1,39
69,10,77,1,15
69,10,78,1,17
69,10,79,1,13
69,10,230,1,29
69,10,282,1,27
69,10,378,1,47
69,10,380,1,35
70,10,21,1,41
70,10,22,1,1
70,10,35,1,1
70,10,35,1,11
70,10,51,1,23
70,10,74,1,1
70,10,74,1,7
70,10,75,1,39
70,10,77,1,15
70,10,78,1,17
70,10,79,1,13
70,10,230,1,29
70,10,282,1,27
70,10,378,1,47
70,10,380,1,35
71,10,22,1,1
71,10,75,1,1
71,10,79,1,1
71,10,230,1,1
71,10,254,1,1
71,10,255,1,1
71,10,256,1,1
71,10,348,1,47
71,10,437,1,47
72,10,35,1,22
72,10,40,1,1
72,10,48,1,5
72,10,51,1,12
72,10,56,1,40
72,10,61,1,19
72,10,103,1,36
72,10,112,1,26
72,10,132,1,8
72,10,352,1,29
72,10,378,1,43
72,10,390,1,15
72,10,398,1,33
73,10,35,1,22
73,10,40,1,1
73,10,48,1,1
73,10,48,1,5
73,10,51,1,12
73,10,56,1,49
73,10,61,1,19
73,10,103,1,42
73,10,112,1,26
73,10,132,1,1
73,10,132,1,8
73,10,352,1,29
73,10,378,1,55
73,10,390,1,15
73,10,398,1,36
74,10,33,1,1
74,10,38,1,36
74,10,88,1,11
74,10,89,1,29
74,10,111,1,1
74,10,120,1,18
74,10,153,1,32
74,10,205,1,22
74,10,222,1,15
74,10,300,1,4
74,10,350,1,25
74,10,397,1,8
74,10,444,1,39
75,10,33,1,1
75,10,38,1,44
75,10,88,1,11
75,10,89,1,33
75,10,111,1,1
75,10,120,1,18
75,10,153,1,38
75,10,205,1,22
75,10,222,1,15
75,10,300,1,1
75,10,300,1,4
75,10,350,1,27
75,10,397,1,1
75,10,397,1,8
75,10,444,1,49
76,10,33,1,1
76,10,38,1,44
76,10,88,1,11
76,10,89,1,33
76,10,111,1,1
76,10,120,1,18
76,10,153,1,38
76,10,205,1,22
76,10,222,1,15
76,10,300,1,1
76,10,300,1,4
76,10,350,1,27
76,10,397,1,1
76,10,397,1,8
76,10,444,1,49
77,10,23,1,19
77,10,33,1,1
77,10,36,1,28
77,10,39,1,6
77,10,45,1,1
77,10,52,1,10
77,10,83,1,24
77,10,97,1,33
77,10,126,1,37
77,10,172,1,15
77,10,340,1,42
77,10,394,1,46
78,10,23,1,19
78,10,31,1,40
78,10,36,1,28
78,10,39,1,1
78,10,39,1,6
78,10,45,1,1
78,10,52,1,1
78,10,52,1,10
78,10,83,1,24
78,10,97,1,33
78,10,98,1,1
78,10,126,1,37
78,10,172,1,15
78,10,224,1,1
78,10,340,1,47
78,10,394,1,56
78,10,398,1,1
79,10,29,1,25
79,10,33,1,1
79,10,45,1,6
79,10,50,1,20
79,10,55,1,11
79,10,93,1,15
79,10,94,1,48
79,10,133,1,43
79,10,174,1,1
79,10,240,1,53
79,10,244,1,57
79,10,281,1,1
79,10,303,1,39
79,10,352,1,29
79,10,428,1,34
80,10,29,1,25
80,10,33,1,1
80,10,45,1,1
80,10,45,1,6
80,10,50,1,20
80,10,55,1,11
80,10,93,1,15
80,10,94,1,54
80,10,110,1,37
80,10,133,1,47
80,10,174,1,1
80,10,240,1,61
80,10,244,1,67
80,10,281,1,1
80,10,303,1,41
80,10,352,1,29
80,10,428,1,34
81,10,33,1,1
81,10,48,1,11
81,10,49,1,14
81,10,84,1,6
81,10,86,1,17
81,10,103,1,33
81,10,192,1,54
81,10,199,1,27
81,10,209,1,22
81,10,319,1,1
81,10,360,1,49
81,10,393,1,46
81,10,429,1,43
81,10,435,1,38
81,10,443,1,30
82,10,33,1,1
82,10,48,1,1
82,10,48,1,11
82,10,49,1,14
82,10,84,1,1
82,10,84,1,6
82,10,86,1,17
82,10,103,1,34
82,10,161,1,1
82,10,192,1,60
82,10,199,1,27
82,10,209,1,22
82,10,319,1,1
82,10,360,1,54
82,10,393,1,50
82,10,429,1,46
82,10,435,1,40
82,10,443,1,30
83,10,14,1,25
83,10,28,1,1
83,10,31,1,7
83,10,43,1,1
83,10,64,1,1
83,10,97,1,31
83,10,163,1,19
83,10,206,1,45
83,10,210,1,1
83,10,282,1,9
83,10,314,1,21
83,10,332,1,13
83,10,364,1,43
83,10,398,1,1
83,10,400,1,33
83,10,403,1,37
84,10,31,1,14
84,10,45,1,1
84,10,64,1,1
84,10,65,1,41
84,10,97,1,37
84,10,98,1,5
84,10,99,1,10
84,10,228,1,19
84,10,253,1,23
84,10,283,1,46
84,10,367,1,28
84,10,458,1,32
85,10,31,1,14
85,10,45,1,1
85,10,64,1,1
85,10,65,1,47
85,10,97,1,41
85,10,98,1,1
85,10,98,1,5
85,10,99,1,1
85,10,99,1,10
85,10,161,1,34
85,10,228,1,19
85,10,253,1,23
85,10,283,1,54
85,10,365,1,1
85,10,367,1,28
86,10,29,1,1
86,10,36,1,37
86,10,45,1,3
86,10,58,1,47
86,10,62,1,27
86,10,156,1,21
86,10,196,1,11
86,10,219,1,51
86,10,227,1,13
86,10,291,1,41
86,10,346,1,7
86,10,362,1,33
86,10,392,1,23
86,10,401,1,43
86,10,420,1,17
86,10,453,1,31
87,10,29,1,1
87,10,36,1,37
87,10,45,1,1
87,10,45,1,3
87,10,58,1,47
87,10,62,1,27
87,10,156,1,21
87,10,196,1,1
87,10,196,1,11
87,10,219,1,51
87,10,227,1,13
87,10,291,1,41
87,10,324,1,1
87,10,324,1,7
87,10,329,1,34
87,10,362,1,33
87,10,392,1,23
87,10,401,1,43
87,10,420,1,17
87,10,453,1,31
88,10,1,1,1
88,10,50,1,12
88,10,103,1,33
88,10,106,1,4
88,10,107,1,17
88,10,124,1,20
88,10,139,1,1
88,10,151,1,39
88,10,188,1,36
88,10,189,1,7
88,10,262,1,49
88,10,374,1,28
88,10,426,1,23
88,10,441,1,44
89,10,1,1,1
89,10,50,1,12
89,10,103,1,33
89,10,106,1,1
89,10,106,1,4
89,10,107,1,17
89,10,124,1,20
89,10,139,1,1
89,10,151,1,44
89,10,188,1,36
89,10,189,1,1
89,10,189,1,7
89,10,262,1,65
89,10,374,1,28
89,10,426,1,23
89,10,441,1,54
90,10,33,1,1
90,10,43,1,20
90,10,48,1,8
90,10,58,1,49
90,10,62,1,32
90,10,110,1,4
90,10,128,1,25
90,10,182,1,16
90,10,250,1,37
90,10,333,1,13
90,10,334,1,40
90,10,362,1,44
90,10,420,1,28
91,10,48,1,1
91,10,62,1,1
91,10,110,1,1
91,10,131,1,40
91,10,182,1,1
91,10,191,1,28
91,10,390,1,1
92,10,95,1,1
92,10,101,1,15
92,10,109,1,19
92,10,122,1,1
92,10,138,1,33
92,10,171,1,43
92,10,174,1,12
92,10,180,1,5
92,10,194,1,40
92,10,212,1,8
92,10,247,1,29
92,10,371,1,26
92,10,389,1,22
92,10,399,1,36
93,10,95,1,1
93,10,101,1,15
93,10,109,1,19
93,10,122,1,1
93,10,138,1,39
93,10,171,1,55
93,10,174,1,12
93,10,180,1,1
93,10,180,1,5
93,10,194,1,50
93,10,212,1,8
93,10,247,1,33
93,10,325,1,25
93,10,371,1,28
93,10,389,1,22
93,10,399,1,44
94,10,95,1,1
94,10,101,1,15
94,10,109,1,19
94,10,122,1,1
94,10,138,1,39
94,10,171,1,55
94,10,174,1,12
94,10,180,1,1
94,10,180,1,5
94,10,194,1,50
94,10,212,1,8
94,10,247,1,33
94,10,325,1,25
94,10,371,1,28
94,10,389,1,22
94,10,399,1,44
95,10,20,1,1
95,10,21,1,25
95,10,33,1,1
95,10,38,1,49
95,10,88,1,9
95,10,99,1,14
95,10,103,1,6
95,10,106,1,1
95,10,174,1,38
95,10,201,1,22
95,10,225,1,33
95,10,231,1,41
95,10,300,1,1
95,10,317,1,17
95,10,328,1,46
95,10,397,1,30
95,10,444,1,54
96,10,1,1,1
96,10,29,1,15
96,10,29,1,32
96,10,50,1,7
96,10,60,1,26
96,10,93,1,9
96,10,94,1,40
96,10,95,1,1
96,10,96,1,21
96,10,139,1,18
96,10,207,1,37
96,10,244,1,29
96,10,248,1,53
96,10,417,1,43
96,10,428,1,50
97,10,1,1,1
97,10,29,1,15
97,10,29,1,38
97,10,50,1,1
97,10,50,1,7
97,10,60,1,28
97,10,93,1,1
97,10,93,1,9
97,10,94,1,50
97,10,95,1,1
97,10,96,1,21
97,10,139,1,18
97,10,171,1,1
97,10,207,1,45
97,10,244,1,33
97,10,248,1,69
97,10,415,1,1
97,10,417,1,55
97,10,428,1,64
98,10,11,1,5
98,10,12,1,31
98,10,21,1,35
98,10,23,1,25
98,10,43,1,9
98,10,61,1,15
98,10,106,1,11
98,10,145,1,1
98,10,152,1,41
98,10,175,1,45
98,10,182,1,29
98,10,232,1,21
98,10,300,1,1
98,10,341,1,19
98,10,362,1,39
99,10,11,1,1
99,10,11,1,5
99,10,12,1,37
99,10,21,1,44
99,10,23,1,25
99,10,43,1,9
99,10,61,1,15
99,10,106,1,11
99,10,145,1,1
99,10,152,1,56
99,10,175,1,63
99,10,182,1,32
99,10,232,1,21
99,10,300,1,1
99,10,341,1,19
99,10,362,1,51
100,10,33,1,5
100,10,49,1,8
100,10,103,1,19
100,10,113,1,22
100,10,120,1,29
100,10,129,1,33
100,10,153,1,43
100,10,205,1,15
100,10,209,1,12
100,10,243,1,47
100,10,268,1,1
100,10,360,1,40
100,10,393,1,36
100,10,451,1,26
101,10,33,1,1
101,10,33,1,5
101,10,49,1,1
101,10,49,1,8
101,10,103,1,19
101,10,113,1,22
101,10,120,1,29
101,10,129,1,35
101,10,153,1,51
101,10,205,1,15
101,10,209,1,1
101,10,209,1,12
101,10,243,1,57
101,10,268,1,1
101,10,360,1,46
101,10,393,1,40
101,10,451,1,26
102,10,73,1,11
102,10,76,1,43
102,10,77,1,21
102,10,78,1,19
102,10,79,1,23
102,10,93,1,27
102,10,94,1,47
102,10,95,1,1
102,10,115,1,7
102,10,140,1,1
102,10,253,1,1
102,10,331,1,17
102,10,363,1,37
102,10,388,1,33
103,10,23,1,1
103,10,23,1,17
103,10,93,1,1
103,10,95,1,1
103,10,121,1,27
103,10,140,1,1
103,10,402,1,1
103,10,437,1,47
103,10,452,1,37
104,10,29,1,11
104,10,37,1,31
104,10,38,1,43
104,10,39,1,3
104,10,43,1,13
104,10,45,1,1
104,10,99,1,23
104,10,116,1,17
104,10,125,1,7
104,10,155,1,21
104,10,198,1,37
104,10,206,1,27
104,10,283,1,41
104,10,374,1,33
105,10,29,1,1
105,10,29,1,11
105,10,37,1,33
105,10,38,1,53
105,10,39,1,1
105,10,39,1,3
105,10,43,1,13
105,10,45,1,1
105,10,99,1,23
105,10,116,1,17
105,10,125,1,1
105,10,125,1,7
105,10,155,1,21
105,10,198,1,43
105,10,206,1,27
105,10,283,1,49
105,10,374,1,37
106,10,24,1,1
106,10,25,1,49
106,10,26,1,13
106,10,27,1,9
106,10,96,1,5
106,10,116,1,21
106,10,136,1,29
106,10,170,1,33
106,10,179,1,57
106,10,193,1,37
106,10,203,1,45
106,10,279,1,1
106,10,280,1,17
106,10,299,1,41
106,10,364,1,25
