39,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,73,73,73,73,73,-105,-105,-79,74,73,73,73,73,73,73,73,73,-86,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-83,74,73,73
-84,-84,-84,-84,-80,73,73,-78,-84,-89,-84,-84,-84,-84,-84,-80,73,73,73,-82,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,74,73,73
-69,-69,-69,-69,-69,74,73,-69,-69,-79,-69,-69,-69,-69,-69,-69,74,73,73,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,74,73,-105
-71,-71,-71,-71,-71,74,73,-71,-71,-79,-71,-71,-71,-71,-71,-71,74,73,73,-72,74,74,74,74,74,-105,-105,-105,-105,74,74,74,74,74,74,74,-105,-105,74,74,74,74,74,74,74,73,-105
-105,-105,-105,74,74,74,73,74,74,-79,74,74,74,74,74,74,74,73,73,74,74,-105,-105,73,73,73,-105,73,73,73,73,73,73,-105,73,73,73,73,73,73,73,73,73,73,73,-105,-105
-105,-105,-105,73,73,73,73,73,-105,-79,74,73,73,73,73,73,73,73,73,73,73,-105,-105,73,73,73,73,73,73,73,73,73,-105,-105,73,73,73,73,73,73,-105,-105,-105,-105,-105,-105,-105
-105,-105,73,73,73,73,73,-105,-105,-86,-84,-84,-80,73,73,-78,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-84,-85,-84,-84,-80,73,73,73,-78,-84,-84,-84,-84,-84,-84,-84,-84
-105,73,73,73,73,73,73,-105,-105,-79,-69,-69,-69,74,73,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-79,-69,-69,-69,74,73,73,-69,-69,-69,-69,-69,-69,-69,-69,-69
-105,73,73,73,73,73,73,73,-105,-79,-71,-71,-71,74,73,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-79,-71,-71,-71,74,73,73,-71,-71,-71,-71,-71,-71,-71,-71,-71
74,73,73,73,73,73,73,73,73,-79,-105,-105,74,74,73,74,74,74,-105,-105,-105,74,74,74,74,74,74,-74,-74,-74,-105,-79,74,74,74,74,73,73,74,-74,-74,-74,74,-74,-74,-105,-105
74,73,35,35,35,35,35,73,73,-79,-105,73,73,73,73,73,73,73,73,-105,-105,-105,73,73,73,73,73,-74,-74,-74,-105,-79,74,73,73,73,73,73,73,73,73,73,73,-73,-73,73,73
74,73,35,35,35,35,35,73,73,-79,74,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,-74,-74,-74,73,-79,74,73,73,73,73,73,73,73,73,73,73,73,73,73,73
-14,-14,-14,-14,14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14
