108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-43,-44,-44,-44,-44,-44,-45,4,2,2,3,3,2,3,4,3,2,2,4,4,2,23,24,25,4,3,4,3,3,3,2,4,3,2,4,4,3,3,23,24,25,2,3,4,2,3,3,3,3,3,3,3,-46,-51,2,2,3,3,3,3,-45,19,19,-45,19,19,-45,19,19,-45,-45,19,19,19,-43,-43,19,-43,19,-43,19,19,-40,-49,4,4,4,2,-45
-43,-44,-44,-44,-44,-44,-45,3,4,4,20,21,21,21,21,21,21,21,21,21,21,29,24,30,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,24,25,4,4,2,3,3,2,3,3,4,3,2,4,-43,2,2,4,2,3,4,-45,19,19,-45,19,19,-45,19,19,-45,-45,19,19,19,-43,-43,19,-43,19,-43,19,19,-43,3,3,4,4,2,-45
-43,-44,-44,-44,-44,-44,-45,3,3,2,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,3,2,3,4,3,3,2,4,4,4,4,2,-43,4,4,4,4,2,3,-45,19,19,-45,19,19,-45,19,19,-45,-45,19,19,19,-43,-43,19,37,19,-43,19,19,-43,2,4,4,4,4,-45
-43,-44,-44,-44,-44,-44,-50,-42,2,4,26,27,27,27,27,27,27,27,27,27,27,31,24,32,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,3,4,4,2,4,3,2,3,4,3,4,3,-43,2,4,4,4,4,2,33,19,19,39,19,19,-45,19,19,33,33,19,19,19,37,37,19,37,19,-43,19,19,-43,2,2,4,4,4,-45
-43,-44,-44,-44,-44,-44,-44,-45,3,2,4,4,4,4,2,3,3,4,4,3,3,23,24,25,3,4,4,4,4,2,2,2,3,2,3,3,3,2,4,2,2,4,3,2,4,4,2,3,4,3,3,3,3,-43,4,4,2,3,4,2,33,19,19,39,19,19,-45,19,19,33,33,19,19,19,37,37,19,37,19,-46,-51,19,-43,2,3,3,4,3,-45
-43,-44,-44,-44,-44,-44,-44,-45,4,4,3,3,3,4,-4,-4,-4,-4,-4,2,3,23,24,25,4,4,2,3,3,3,4,2,4,2,3,2,3,2,2,4,2,4,4,3,4,4,2,3,3,3,4,2,4,-43,3,2,3,4,3,3,33,19,19,39,19,19,-45,19,19,33,33,19,19,19,37,37,19,-43,19,19,-43,19,-43,4,4,2,2,3,-45
-43,-44,-44,-44,-44,-44,-44,-45,3,4,3,4,3,4,-4,-4,-4,-4,-4,3,2,23,24,25,2,-4,-4,-4,-4,-4,4,2,-4,-4,-4,-4,-4,3,2,2,4,4,3,3,2,4,3,2,2,2,3,2,2,-43,4,3,4,3,4,4,-45,19,19,-45,19,19,-45,19,19,-45,-45,19,19,19,-43,-43,19,-43,19,19,-43,19,-46,-51,2,2,3,3,-45
-43,-44,-44,-52,-47,-47,-47,-48,3,4,2,4,3,4,-4,-4,-4,-4,-4,2,2,23,24,25,2,-4,-4,-4,-4,-4,3,2,-4,-4,-4,-4,-4,2,3,3,3,2,4,3,2,4,3,4,2,4,4,3,4,-46,-51,3,2,2,2,3,-45,19,19,-45,19,19,-45,19,19,-45,-45,19,19,19,-43,-43,19,-43,19,19,-43,19,19,-43,2,3,2,4,-45
-46,-47,-47,-48,3,2,2,2,4,4,2,2,3,2,-4,3,-4,-4,-4,3,2,23,24,25,2,-4,2,-4,-4,-4,3,3,-4,4,-4,-4,-4,2,4,4,4,2,4,2,3,2,4,2,3,4,3,2,4,3,-43,4,2,3,3,3,-45,19,19,-45,19,19,-45,19,19,-45,-45,19,19,19,-43,-43,19,-43,19,19,-43,19,19,-43,3,2,4,4,-45
-4,2,4,3,4,4,2,2,3,2,2,4,2,4,4,3,2,3,2,4,4,23,24,25,3,3,4,3,3,4,3,2,2,3,4,2,3,3,2,4,3,2,4,3,4,2,2,3,3,4,4,4,4,4,-43,2,3,4,3,4,-45,19,19,-45,19,19,-45,19,19,-45,-45,19,19,19,-43,-43,19,-43,19,19,-43,19,19,-43,4,4,4,2,-45
20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,24,30,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,-43,3,3,4,3,3,-45,19,19,-45,19,19,-45,19,19,-45,-50,-41,-41,-41,-49,-43,19,-43,19,19,-43,19,19,-43,4,3,3,3,-45
23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,33,3,4,3,4,4,-45,19,19,-45,19,19,-45,19,19,-50,-41,-41,-41,-41,-41,-49,19,-43,19,19,-43,19,19,-43,2,4,4,3,-45
23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,33,3,3,2,4,3,-45,19,19,-45,19,19,-45,19,19,19,19,19,19,19,19,19,19,-43,19,-40,-49,19,19,-46,-51,3,2,3,-45
26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,31,24,32,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,-43,4,3,3,4,2,-45,19,19,-45,19,19,-45,19,19,19,19,19,19,19,19,19,19,-43,19,-43,19,19,19,19,-43,2,3,3,-45
-4,3,4,3,4,3,3,4,3,4,4,2,4,2,4,3,3,3,3,3,3,23,24,25,2,2,3,3,2,2,4,2,3,2,2,4,2,2,3,3,4,4,4,4,2,2,4,2,3,2,4,3,4,2,-43,3,2,3,4,-52,-48,19,19,-45,19,19,-50,-41,-41,-41,-41,-41,-41,-41,-41,-41,-49,-49,19,-43,19,19,19,19,-43,3,3,3,-45
-40,-41,-41,-41,-41,-41,-41,-42,3,3,3,-4,4,3,2,4,4,4,3,2,4,23,24,25,4,3,2,-4,-4,-4,-4,-4,3,2,4,4,2,2,3,2,4,3,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-43,4,4,2,2,-45,19,19,19,-45,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,-43,19,19,19,19,-43,2,3,4,-45
-43,-44,-44,-44,-44,-44,-44,-45,4,4,4,2,4,4,4,-4,-4,-4,-4,4,2,23,24,25,2,2,2,-4,-4,-4,-4,-4,3,3,2,4,3,4,4,3,4,4,4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-46,-51,3,3,4,-45,19,19,19,-50,-41,-41,-41,-41,-42,19,19,19,19,19,19,-40,-41,-41,-41,-49,19,19,19,19,-43,4,2,3,-45
-43,-44,-44,-44,-44,-44,-44,-45,2,3,3,2,3,-4,3,-4,-4,-4,-4,3,2,23,24,25,2,2,2,-4,-4,-4,-4,-4,3,4,3,3,2,4,4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-43,3,3,-52,-48,19,19,19,19,19,19,19,19,-50,-41,-41,-41,-41,-41,-41,-49,19,19,19,19,19,19,19,19,-46,-51,4,-52,-48
-43,-44,-44,-44,-44,-44,-44,-45,4,4,4,3,2,2,2,-4,-4,3,-4,4,4,23,24,25,2,4,4,-4,-4,3,-4,-4,3,4,3,2,3,4,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-43,2,4,-45,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,-43,3,-45,3
-43,-44,-44,-44,-44,-44,-44,-45,2,20,21,21,21,21,21,21,21,21,21,21,21,29,24,30,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-43,4,4,-45,19,19,19,19,19,19,19,19,-40,-41,-41,-41,-41,-41,-41,-41,-41,-41,-42,19,19,19,19,19,19,19,-43,3,-45,3
-43,-44,-44,-44,-44,-44,-44,-45,3,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-43,3,3,-50,-42,19,19,19,19,19,19,-40,-49,4,3,4,2,3,3,3,3,3,-50,-41,-41,-42,19,19,19,-40,-49,2,-45,4
-43,-44,-44,-44,-44,-44,-44,-45,4,26,27,27,27,27,27,27,27,27,27,27,27,31,24,32,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-43,2,4,3,-50,-42,19,19,-40,-41,-41,-49,4,3,2,3,3,3,3,2,2,2,3,2,3,-50,-41,-42,19,-43,4,3,-45,3
-43,-44,-44,-44,-44,-44,-44,-45,3,4,4,2,2,3,2,4,2,4,4,4,3,23,24,25,2,3,3,3,4,4,4,2,2,2,4,3,4,4,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-43,3,4,2,3,-50,-41,-41,-49,3,2,2,4,4,2,4,3,3,3,4,2,3,4,2,3,2,2,-50,-41,-49,2,2,-45,3
-46,-47,-47,-47,-47,-47,-47,-48,4,3,4,3,4,3,3,3,3,4,3,4,2,23,24,25,4,3,2,3,3,3,4,4,4,3,3,3,2,2,4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-43,4,4,4,2,4,4,2,3,4,3,3,2,-52,-47,-47,-47,-51,3,3,4,3,4,2,2,3,2,2,3,4,3,-52,-48,2
-4,-4,-4,-4,105,106,107,2,3,4,3,4,2,3,3,4,3,2,4,3,4,23,24,25,4,4,3,4,4,3,2,3,2,2,2,4,2,4,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-43,4,2,3,2,2,4,3,2,4,2,-52,-47,-48,4,2,2,-46,-47,-47,-47,-47,-51,4,2,3,2,4,2,2,3,-45,2,2
-4,-4,-4,-4,3,4,2,2,4,2,2,4,3,2,3,2,4,4,4,3,3,23,24,25,4,3,4,2,4,4,3,3,4,3,3,2,2,2,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-46,-51,4,4,4,4,2,2,4,4,-52,-48,3,4,2,2,4,4,2,4,2,2,-46,-51,2,4,2,4,4,3,-52,-48,4,2
-4,-4,-4,-4,2,2,2,4,4,2,3,2,2,4,3,2,4,4,3,2,3,23,24,25,4,3,3,2,4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-46,-47,-51,2,2,3,-52,-47,-47,-48,4,4,2,2,3,2,3,2,3,3,2,4,-46,-47,-51,4,3,3,-52,-48,4,2,4
-4,-4,-4,-4,4,4,3,4,2,4,4,3,2,3,4,3,2,4,3,4,2,23,24,25,3,4,2,2,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,2,3,-46,-47,-47,-47,-48,2,2,2,2,3,4,2,2,4,4,2,3,4,3,2,3,3,-46,-52,-47,-47,-48,2,2,3,2
-4,-4,-4,-4,2,2,4,4,4,3,2,4,4,2,4,3,2,3,4,4,3,23,24,25,3,4,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,3,2,2,2,3,4,3,4,3,3,2,2,4,4,4,3,4,23,24,25,3,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,3,2,4,4,20,21,21,21,21,21,21,21,21,21,21,21,21,29,24,25,4,3,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,4,4,2,3,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,2,2,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,3,2,3,3,23,24,32,27,27,27,27,27,27,27,27,27,27,27,27,28,4,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,2,2,4,4,23,24,25,4,4,2,3,4,4,3,3,2,3,4,4,2,4,2,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,2,3,4,3,23,24,25,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,4,3,3,3,23,24,25,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,3,3,2,4,23,24,25,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,3,4,3,4,23,24,25,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,3,3,4,4,23,24,25,4,3,4,3,4,4,2,2,3,4,4,4,4,3,4,2,4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,3,3,2,3,23,24,30,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,4,4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,2,4,2,2,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,3,4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,4,3,3,3,26,27,27,27,27,27,27,27,27,27,27,27,27,27,31,24,24,25,3,3,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,4,2,3,4,2,4,4,2,3,3,5,5,5,5,5,5,5,2,23,24,24,25,3,3,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,2,3,4,3,3,2,4,2,2,3,3,5,5,5,5,5,5,5,23,24,24,25,3,3,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,5,3,5,5,5,23,24,24,25,4,4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,5,5,5,5,5,23,24,24,25,3,3,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,4,2,2,4,4,2,4,3,4,3,4,2,4,5,5,5,5,2,23,24,24,25,3,4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,2,3,2,4,2,3,4,4,3,3,3,4,2,3,2,3,2,2,23,24,24,25,4,2,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,2,4,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,24,24,25,2,3,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,4,2,26,27,27,27,27,27,27,27,31,24,24,32,27,27,27,27,27,27,27,28,3,4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,4,2,4,2,2,3,3,3,4,4,23,24,24,25,4,2,2,4,2,4,3,3,4,5,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,2,5,5,5,5,5,5,5,5,3,23,24,24,25,2,3,4,2,2,2,3,5,5,5,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,4,5,5,5,5,5,5,5,5,4,26,27,27,28,4,4,3,3,5,5,5,5,5,5,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,2,5,5,5,5,5,5,5,2,4,4,5,3,2,4,4,2,5,5,5,5,5,5,5,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,2,5,5,5,5,5,5,3,3,2,3,5,5,4,2,3,2,5,5,5,5,5,5,4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,2,3,4,5,5,5,5,4,3,4,3,5,5,3,3,4,3,5,5,5,5,5,5,3,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,5,5,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
